Distance,Knots,Shannon,Severn,Trent,Tyne,Mersey,E_Class,D_Class,B_Class,Arancia,Atlantic_75_B_Class,Atlantic_85_B_Class,Tamar,Station,Shape_Length,Shape_Area,Station_ID
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BALLYCOTTON,4.187625,0.235303,9292
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BALLYCOTTON,5.233363,0.317563,9292
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BALLYCOTTON,6.430791,0.450215,9292
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CROSSHAVEN,2.354967,0.031263,9298
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CROSSHAVEN,3.120848,0.075623,9298
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CROSSHAVEN,4.15887,0.150482,9298
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CROSSHAVEN,4.903619,0.217235,9298
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CROSSHAVEN,6.006414,0.328855,9298
8,16,0,0,0,1,1,0,0,0,0,0,0,0,KINSALE,1.674452,0.028633,9299
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,KINSALE,2.612549,0.086161,9299
17,34,0,0,0,0,0,0,0,1,0,0,0,0,KINSALE,3.901557,0.176816,9299
20,40,0,0,0,0,0,1,0,0,0,0,0,0,KINSALE,5.132403,0.256439,9299
24,48,0,0,0,0,0,0,0,0,0,0,0,0,KINSALE,6.269177,0.375818,9299
8,16,0,0,0,1,1,0,0,0,0,0,0,0,COURTMACSHERRY HARBOUR,1.244081,0.025228,9300
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,COURTMACSHERRY HARBOUR,2.394977,0.082912,9300
17,34,0,0,0,0,0,0,0,1,0,0,0,0,COURTMACSHERRY HARBOUR,3.534596,0.16863,9300
20,40,0,0,0,0,0,1,0,0,0,0,0,0,COURTMACSHERRY HARBOUR,4.115647,0.244966,9300
24,48,0,0,0,0,0,0,0,0,0,0,0,0,COURTMACSHERRY HARBOUR,5.317672,0.370189,9300
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BALTIMORE,1.7523,0.048219,9322
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BALTIMORE,2.711718,0.116594,9322
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BALTIMORE,3.758386,0.212737,9322
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BALTIMORE,4.347567,0.294278,9322
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BALTIMORE,5.344435,0.439354,9322
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CASTLETOWNBERE,1.257363,0.035386,9338
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CASTLETOWNBERE,2.400967,0.080031,9338
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CASTLETOWNBERE,4.325123,0.16396,9338
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CASTLETOWNBERE,5.248168,0.245051,9338
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CASTLETOWNBERE,6.534957,0.377098,9338
8,16,0,0,0,1,1,0,0,0,0,0,0,0,VALENTIA,1.410188,0.040369,9344
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,VALENTIA,2.373335,0.113749,9344
17,34,0,0,0,0,0,0,0,1,0,0,0,0,VALENTIA,3.807099,0.21786,9344
20,40,0,0,0,0,0,1,0,0,0,0,0,0,VALENTIA,4.838118,0.303478,9344
24,48,0,0,0,0,0,0,0,0,0,0,0,0,VALENTIA,6.354962,0.451973,9344
8,16,0,0,0,1,1,0,0,0,0,0,0,0,FENIT,1.434468,0.032078,9353
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,FENIT,2.068859,0.065746,9353
17,34,0,0,0,0,0,0,0,1,0,0,0,0,FENIT,2.70157,0.123646,9353
20,40,0,0,0,0,0,1,0,0,0,0,0,0,FENIT,3.263598,0.175015,9353
24,48,0,0,0,0,0,0,0,0,0,0,0,0,FENIT,4.408292,0.257735,9353
8,16,0,0,0,1,1,0,0,0,0,0,0,0,KILRUSH,1.487462,0.019367,9360
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,KILRUSH,2.295522,0.033137,9360
17,34,0,0,0,0,0,0,0,1,0,0,0,0,KILRUSH,3.219298,0.053956,9360
20,40,0,0,0,0,0,1,0,0,0,0,0,0,KILRUSH,3.951932,0.078845,9360
24,48,0,0,0,0,0,0,0,0,0,0,0,0,KILRUSH,5.141842,0.137205,9360
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ARAN ISLANDS,1.778028,0.065241,9366
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ARAN ISLANDS,2.936899,0.174811,9366
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ARAN ISLANDS,4.92655,0.286851,9366
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ARAN ISLANDS,6.082516,0.372864,9366
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ARAN ISLANDS,7.763628,0.4916,9366
8,16,0,0,0,1,1,0,0,0,0,0,0,0,GALWAY,2.191658,0.028579,9371
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,GALWAY,2.748112,0.044736,9371
17,34,0,0,0,0,0,0,0,1,0,0,0,0,GALWAY,3.055932,0.065375,9371
20,40,0,0,0,0,0,1,0,0,0,0,0,0,GALWAY,3.361233,0.084896,9371
24,48,0,0,0,0,0,0,0,0,0,0,0,0,GALWAY,4.321386,0.118906,9371
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CLIFDEN,1.617725,0.02221,9377
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CLIFDEN,2.691969,0.084802,9377
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CLIFDEN,3.993354,0.199219,9377
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CLIFDEN,5.149689,0.304657,9377
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CLIFDEN,6.506207,0.466791,9377
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ACHILL ISLAND,1.723778,0.076934,9380
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ACHILL ISLAND,3.349695,0.167226,9380
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ACHILL ISLAND,5.936581,0.26963,9380
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ACHILL ISLAND,7.056633,0.343682,9380
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ACHILL ISLAND,8.652441,0.452663,9380
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BALLYGLASS,2.479077,0.031371,9382
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BALLYGLASS,4.251916,0.103659,9382
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BALLYGLASS,5.269435,0.233513,9382
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BALLYGLASS,6.373479,0.349962,9382
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BALLYGLASS,7.527165,0.532524,9382
8,16,0,0,0,1,1,0,0,0,0,0,0,0,SLIGO BAY,1.801904,0.029554,9384
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,SLIGO BAY,2.418089,0.07187,9384
17,34,0,0,0,0,0,0,0,1,0,0,0,0,SLIGO BAY,2.997752,0.133786,9384
20,40,0,0,0,0,0,1,0,0,0,0,0,0,SLIGO BAY,3.456506,0.19374,9384
24,48,0,0,0,0,0,0,0,0,0,0,0,0,SLIGO BAY,4.956251,0.281353,9384
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BUNDORAN,1.206231,0.034894,9385
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BUNDORAN,2.732009,0.073072,9385
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BUNDORAN,3.281505,0.108681,9385
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BUNDORAN,3.727104,0.143994,9385
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BUNDORAN,4.824287,0.206244,9385
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ARRANMORE,1.853277,0.074764,9388
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ARRANMORE,3.266529,0.16268,9388
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ARRANMORE,4.619851,0.278626,9388
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ARRANMORE,5.310748,0.374815,9388
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ARRANMORE,6.056675,0.527415,9388
8,16,0,0,0,1,1,0,0,0,0,0,0,0,LOUGH SWILLY,1.384708,0.016943,9584
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,LOUGH SWILLY,2.200275,0.033564,9584
17,34,0,0,0,0,0,0,0,1,0,0,0,0,LOUGH SWILLY,3.160357,0.078097,9584
20,40,0,0,0,0,0,1,0,0,0,0,0,0,LOUGH SWILLY,4.258813,0.122339,9584
24,48,0,0,0,0,0,0,0,0,0,0,0,0,LOUGH SWILLY,5.973059,0.208311,9584
8,16,0,0,0,1,1,0,0,0,0,0,0,0,UNION HALL,1.25078,0.027959,9311
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,UNION HALL,2.041315,0.080204,9311
17,34,0,0,0,0,0,0,0,1,0,0,0,0,UNION HALL,3.161727,0.166866,9311
20,40,0,0,0,0,0,1,0,0,0,0,0,0,UNION HALL,4.01608,0.244398,9311
24,48,0,0,0,0,0,0,0,0,0,0,0,0,UNION HALL,5.040763,0.367172,9311
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORTISHEAD,1.524516,0.031987,7950
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORTISHEAD,3.039588,0.055314,7950
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORTISHEAD,4.817798,0.079359,7950
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORTISHEAD,5.448807,0.098692,7950
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORTISHEAD,6.198275,0.12555,7950
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORTRUSH,1.327115,0.05184,1111
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORTRUSH,2.135313,0.117621,1111
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORTRUSH,3.07929,0.218035,1111
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORTRUSH,3.661777,0.301545,1111
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORTRUSH,4.402957,0.425184,1111
8,16,0,0,0,1,1,0,0,0,0,0,0,0,RED BAY,0.930341,0.038268,1128
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,RED BAY,1.563278,0.104738,1128
17,34,0,0,0,0,0,0,0,1,0,0,0,0,RED BAY,2.244821,0.209725,1128
20,40,0,0,0,0,0,1,0,0,0,0,0,0,RED BAY,3.048287,0.292506,1128
24,48,0,0,0,0,0,0,0,0,0,0,0,0,RED BAY,4.096497,0.424397,1128
8,16,0,0,0,1,1,0,0,0,0,0,0,0,LARNE,1.21726,0.036745,1130
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,LARNE,1.937152,0.106753,1130
17,34,0,0,0,0,0,0,0,1,0,0,0,0,LARNE,2.778855,0.209794,1130
20,40,0,0,0,0,0,1,0,0,0,0,0,0,LARNE,3.282442,0.290426,1130
24,48,0,0,0,0,0,0,0,0,0,0,0,0,LARNE,3.921316,0.408172,1130
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BANGOR,1.198279,0.043575,1133
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BANGOR,1.916569,0.099092,1133
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BANGOR,2.819012,0.192042,1133
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BANGOR,3.351526,0.273952,1133
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BANGOR,4.114396,0.399856,1133
8,16,0,0,0,1,1,0,0,0,0,0,0,0,DONAGHADEE,1.193291,0.061901,1155
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,DONAGHADEE,1.989621,0.146105,1155
17,34,0,0,0,0,0,0,0,1,0,0,0,0,DONAGHADEE,2.970635,0.261194,1155
20,40,0,0,0,0,0,1,0,0,0,0,0,0,DONAGHADEE,3.865647,0.356647,1155
24,48,0,0,0,0,0,0,0,0,0,0,0,0,DONAGHADEE,5.030561,0.477838,1155
8,16,0,0,0,1,1,0,0,0,0,0,0,0,NEWCASTLE,0.985417,0.034758,1189
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,NEWCASTLE,1.609746,0.084845,1189
17,34,0,0,0,0,0,0,0,1,0,0,0,0,NEWCASTLE,2.49222,0.170488,1189
20,40,0,0,0,0,0,1,0,0,0,0,0,0,NEWCASTLE,3.308405,0.247974,1189
24,48,0,0,0,0,0,0,0,0,0,0,0,0,NEWCASTLE,4.689851,0.386171,1189
8,16,0,0,0,1,1,0,0,0,0,0,0,0,KILKEEL,1.330511,0.052634,1197
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,KILKEEL,2.259475,0.137278,1197
17,34,0,0,0,0,0,0,0,1,0,0,0,0,KILKEEL,3.307911,0.247713,1197
20,40,0,0,0,0,0,1,0,0,0,0,0,0,KILKEEL,3.694378,0.320675,1197
24,48,0,0,0,0,0,0,0,0,0,0,0,0,KILKEEL,4.308175,0.435012,1197
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORT ERIN,1.357883,0.061117,1202
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORT ERIN,2.3588,0.166525,1202
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORT ERIN,3.236543,0.330284,1202
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORT ERIN,3.812497,0.470642,1202
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORT ERIN,4.657581,0.70252,1202
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PEEL,1.076949,0.055326,1224
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PEEL,1.815092,0.133039,1224
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PEEL,2.843889,0.264568,1224
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PEEL,3.572644,0.389258,1224
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PEEL,4.61532,0.612795,1224
8,16,0,0,0,1,1,0,0,0,0,0,0,0,RAMSEY,1.08141,0.043561,1246
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,RAMSEY,1.927622,0.132206,1246
17,34,0,0,0,0,0,0,0,1,0,0,0,0,RAMSEY,2.88046,0.281852,1246
20,40,0,0,0,0,0,1,0,0,0,0,0,0,RAMSEY,3.504667,0.417653,1246
24,48,0,0,0,0,0,0,0,0,0,0,0,0,RAMSEY,4.595559,0.638345,1246
8,16,0,0,0,1,1,0,0,0,0,0,0,0,DOUGLAS,1.265829,0.053824,1248
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,DOUGLAS,2.06435,0.136168,1248
17,34,0,0,0,0,0,0,0,1,0,0,0,0,DOUGLAS,3.053095,0.272796,1248
20,40,0,0,0,0,0,1,0,0,0,0,0,0,DOUGLAS,3.715115,0.399668,1248
24,48,0,0,0,0,0,0,0,0,0,0,0,0,DOUGLAS,4.760331,0.623794,1248
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORT ST MARY,1.513284,0.062662,1260
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORT ST MARY,2.382966,0.170261,1260
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORT ST MARY,3.341688,0.336715,1260
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORT ST MARY,3.90626,0.481972,1260
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORT ST MARY,4.769607,0.717873,1260
8,16,0,0,0,1,1,0,0,0,0,0,0,0,WEST KIRBY,2.340751,0.047818,1301
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,WEST KIRBY,4.216129,0.098545,1301
17,34,0,0,0,0,0,0,0,1,0,0,0,0,WEST KIRBY,5.407342,0.168585,1301
20,40,0,0,0,0,0,1,0,0,0,0,0,0,WEST KIRBY,5.993092,0.226975,1301
24,48,0,0,0,0,0,0,0,0,0,0,0,0,WEST KIRBY,7.520759,0.312514,1301
8,16,0,0,0,1,1,0,0,0,0,0,0,0,HOYLAKE,2.189848,0.057222,1314
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,HOYLAKE,4.309054,0.109885,1314
17,34,0,0,0,0,0,0,0,1,0,0,0,0,HOYLAKE,5.539648,0.185871,1314
20,40,0,0,0,0,0,1,0,0,0,0,0,0,HOYLAKE,6.360126,0.246689,1314
24,48,0,0,0,0,0,0,0,0,0,0,0,0,HOYLAKE,8.542525,0.332578,1314
8,16,0,0,0,1,1,0,0,0,0,0,0,0,NEW BRIGHTON,1.959491,0.033178,1335
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,NEW BRIGHTON,3.20191,0.090195,1335
17,34,0,0,0,0,0,0,0,1,0,0,0,0,NEW BRIGHTON,5.475904,0.15974,1335
20,40,0,0,0,0,0,1,0,0,0,0,0,0,NEW BRIGHTON,7.488815,0.21528,1335
